,Name,Description,geometry,route_type,branch_no
80,ASCBRMC002,,"POLYGON ((116.0802088 5.987347, 116.0795799 5.987573, 116.0785107 5.9859116, 116.0767297 5.9818141, 116.0760646 5.9806617, 116.0754637 5.9770551, 116.074997 5.9775886, 116.0728245 5.9787357, 116.0702243 5.9739468, 116.0692619 5.9722507, 116.0687182 5.9709571, 116.0703316 5.9696999, 116.070982 5.9666462, 116.0691259 5.9641599, 116.069362 5.9622071, 116.0699735 5.961951, 116.0705207 5.9637437, 116.0727415 5.966198, 116.0733745 5.9672544, 116.073396 5.9702422, 116.076443 5.9683748, 116.0798333 5.9681401, 116.0810242 5.9704129, 116.0789214 5.9739129, 116.0781167 5.9766659, 116.0795865 5.9796323, 116.0805521 5.9852236, 116.0802088 5.987347))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
81,ASCBRMC003,,"POLYGON ((116.0728245 5.9787357, 116.0767458 5.9857035, 116.0773842 5.9862584, 116.0766922 5.9868025, 116.0758553 5.9869146, 116.0750125 5.9865278, 116.0720943 5.9839989, 116.0714827 5.9832093, 116.0674863 5.9762255, 116.0669069 5.9735845, 116.0692619 5.9722507, 116.0728245 5.9787357))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
82,ASCBRMC004,,"POLYGON ((116.0692619 5.9722507, 116.0669069 5.9735845, 116.0628363 5.9793347, 116.0580298 5.9774567, 116.0539528 5.9685788, 116.0522362 5.9617495, 116.0398766 5.9562007, 116.0434386 5.9492859, 116.0455414 5.936822, 116.0570856 5.9494993, 116.0597893 5.9542799, 116.0576864 5.9588471, 116.0584589 5.9610666, 116.0687182 5.9709571, 116.0692619 5.9722507))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
83,ASCBRMC005,,"POLYGON ((116.0798333 5.9681401, 116.076443 5.9683748, 116.073396 5.9702422, 116.0733745 5.9672544, 116.0727415 5.966198, 116.0705207 5.9637437, 116.0699735 5.961951, 116.069362 5.9622071, 116.0691259 5.9641599, 116.070982 5.9666462, 116.0703316 5.9696999, 116.0687182 5.9709571, 116.0584589 5.9610666, 116.0576864 5.9588471, 116.0597893 5.9542799, 116.0570856 5.9494993, 116.056281 5.9471913, 116.0605081 5.9461669, 116.0640272 5.9535513, 116.0677179 5.9556961, 116.0682651 5.9567525, 116.068823 5.9581077, 116.0710117 5.9591108, 116.0699173 5.9606261, 116.0703787 5.961437, 116.0724601 5.9629523, 116.0741874 5.9650865, 116.0756465 5.9661108, 116.077685 5.9650544, 116.0791656 5.9658334, 116.0798333 5.9681401))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
84,ASCBRVC001,,"POLYGON ((116.0815577 5.9904785, 116.0820298 5.9918869, 116.0845833 5.9952587, 116.0851626 5.997286, 116.0824589 5.9980116, 116.0718003 5.9869676, 116.067144 5.9734802, 116.0692619 5.9722507, 116.0770789 5.9861566, 116.0793534 5.9898485, 116.0815577 5.9904785))",VAN ROUTE COVERAGE,ASC (SBH - SMALL)
85,ASCBRVC002,,"POLYGON ((116.0692619 5.972256, 116.0768429 5.9681288, 116.0798333 5.9681454, 116.0810242 5.9704182, 116.0788814 5.974147, 116.0781167 5.9766712, 116.0795865 5.9796376, 116.0805521 5.9852289, 116.0808525 5.9872883, 116.0815577 5.9904838, 116.0793534 5.9898538, 116.0728245 5.978741, 116.0692619 5.972256))",VAN ROUTE COVERAGE,ASC (SBH - SMALL)
86,ASCBRVC003,,"POLYGON ((116.0694577 5.9719391, 116.0670785 5.9735418, 116.0630079 5.979292, 116.0582014 5.977414, 116.0541244 5.9685361, 116.0524078 5.9617068, 116.0400482 5.956158, 116.0436102 5.9492432, 116.045713 5.9367793, 116.0564526 5.9471486, 116.0602738 5.9459022, 116.064265 5.9532439, 116.0667111 5.9548232, 116.0704877 5.9588354, 116.0700889 5.9605834, 116.074359 5.9650438, 116.0758181 5.9660681, 116.0778566 5.9650117, 116.0790708 5.9657928, 116.0800049 5.9680974, 116.0764529 5.968055, 116.0736205 5.969933, 116.0694577 5.9719391))",VAN ROUTE COVERAGE,ASC (SBH - SMALL)
87,GDEX AYK,,POINT (102.2686158 2.2808387),GDEX BRANCH,AYK (CR - MEDIUM)
88,AYKBRMC001 (TOWN),TASIK UTAMA 1-38	3.3km<br>REHABILITI (PERKESO) AYER KEROH HEIGHT	3.5km<br>MITC	3.7km<br>KOTA FESYEN	4.3km<br>ALL BANGUNAN KERAJAAN	4.4km<br>MAHKAMAH SYARIAH	5.1km<br>KYS	7.6km<br>UTEM	7.8km,"POLYGON ((102.31786 2.319589, 102.30696 2.296969, 102.294772 2.279131, 102.290652 2.280332, 102.283705 2.280181, 102.281565 2.28344, 102.278099 2.282776, 102.277956 2.280109, 102.27249 2.280058, 102.27201 2.270951, 102.276572 2.268448, 102.282099 2.269713, 102.286124 2.267334, 102.289196 2.268257, 102.289634 2.261588, 102.29166 2.261523, 102.291403 2.250159, 102.295609 2.250143, 102.296054 2.250786, 102.297787 2.254238, 102.29872 2.262654, 102.29798 2.267435, 102.297899 2.26974, 102.297948 2.271423, 102.298892 2.278445, 102.30593 2.291481, 102.312625 2.291309, 102.316144 2.300464, 102.318611 2.304774, 102.324072 2.305631, 102.325199 2.310305, 102.327066 2.31946, 102.31786 2.319589))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
89,AYKBRMC002 (SUBTOWN),KOTA CEMERLANG	4.6km<br>KOMPLEKS SERI NEGERI	5.8km<br>INDUSTRI AYER KEROH	6.3km<br>MELAKA PERDANA	7.5km<br>VISTA KIRANA	7.6km<br>TIARA GOLF	8.4km<br>HALF BUKIT KATIL	11.4km,"POLYGON ((102.298484 2.275636, 102.297964 2.271605, 102.297923 2.267242, 102.298699 2.262654, 102.297765 2.254238, 102.295609 2.250143, 102.294579 2.230074, 102.29732 2.217043, 102.295512 2.208042, 102.297867 2.207233, 102.298184 2.208541, 102.300758 2.231103, 102.305356 2.239931, 102.306115 2.241864, 102.306316 2.244118, 102.3102 2.260606, 102.3102 2.267296, 102.321229 2.261228, 102.322623 2.262118, 102.323846 2.261056, 102.324668 2.262439, 102.324477 2.262611, 102.324753 2.262844, 102.325168 2.263484, 102.325663 2.264018, 102.326138 2.264187, 102.327176 2.264219, 102.327888 2.264138, 102.328149 2.264235, 102.328694 2.26502, 102.329265 2.265773, 102.328863 2.266012, 102.328876 2.266244, 102.328987 2.266381, 102.329163 2.266443, 102.329463 2.26647, 102.32912 2.268638, 102.328448 2.268432, 102.328656 2.267766, 102.328193 2.2677, 102.328061 2.268385, 102.327867 2.26874, 102.327609 2.269062, 102.328036 2.269697, 102.327105 2.270415, 102.326613 2.270742, 102.326174 2.270876, 102.325856 2.271498, 102.324495 2.273267, 102.325017 2.273336, 102.325066 2.274071, 102.32289 2.276043, 102.322011 2.27603, 102.321518 2.275802, 102.319534 2.27673, 102.318716 2.277284, 102.318075 2.278279, 102.31797 2.278443, 102.318187 2.278646, 102.317729 2.279312, 102.317033 2.279082, 102.318155 2.277196, 102.317757 2.277101, 102.317225 2.27723, 102.317158 2.277611, 102.316071 2.27796, 102.306938 2.276043, 102.298484 2.275636))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
90,AYKBRMC003 (SUBTOWN),KAMPUNG BARU	4.7km<br>SRI RAYA	6.8km<br>MUZAFFAR HEIGHT	6.9km<br>AIR KEROH PERMAI	7.1km<br>SRI MAHKOTA	7.2km<br>ALL BUKIT BERUANG	8.3km<br>SRI JAYA RESOURCES ENTERPRISE	8.3km<br>JALAN ISTANA	8.6km<br>MAJLIS BANDARAYA MELAKA BERSEJARAH	9km<br>MOZAC	9.1km<br>JAYA JUSCO	9.3km,"POLYGON ((102.274601 2.266422, 102.270289 2.242612, 102.279665 2.231736, 102.282125 2.233036, 102.28135 2.23434, 102.290774 2.243652, 102.290592 2.244188, 102.289423 2.247527, 102.289329 2.247791, 102.288934 2.248952, 102.288516 2.250262, 102.287709 2.250064, 102.285866 2.254423, 102.285774 2.256949, 102.280634 2.257717, 102.283538 2.261624, 102.285893 2.261686, 102.285372 2.266551, 102.274601 2.266422))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
91,AYKBRMC004 (SUBTOWN),PENGKALAN BATU	7.4km<br>BUKIT SEBUKOR	8.2km<br>KYM	8.5km<br>MANIPAL COLLEGE	8.7km<br>KAMPUNG MUSAI	10.4km<br>ALL BUKIT BARU	10.8km<br>ALL BUKIT SERINDIT	11.2km<br>TAMAN INDAH	17.1km,"POLYGON ((102.285481 2.261694, 102.283684 2.261654, 102.282317 2.260027, 102.280634 2.257717, 102.285774 2.256949, 102.285824 2.254552, 102.287709 2.250064, 102.288516 2.250262, 102.290774 2.243652, 102.286564 2.239503, 102.282478 2.235441, 102.28135 2.23434, 102.282125 2.233036, 102.279665 2.231736, 102.270289 2.242612, 102.257929 2.269456, 102.253809 2.267055, 102.265482 2.235408, 102.265407 2.232476, 102.26413 2.231452, 102.262788 2.221432, 102.263126 2.221049, 102.263217 2.220054, 102.263029 2.21906, 102.26016 2.21283, 102.262738 2.211361, 102.264136 2.207694, 102.266405 2.20803, 102.268347 2.207491, 102.266662 2.210021, 102.283195 2.231495, 102.283051 2.233007, 102.295609 2.250143, 102.291403 2.250159, 102.29166 2.258135, 102.29166 2.261523, 102.285481 2.261694))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
92,AYKBRMC005 (SUBTOWN),ALL GANGSA	2km<br>ALL ANGKASA NURI	3.1km<br>TASIK UTAMA 39A-67	3.6km<br>ALL DURIAN TUNGGAL	6km,"POLYGON ((102.242361 2.277481, 102.253991 2.272185, 102.259675 2.277684, 102.262011 2.281597, 102.262478 2.28342, 102.264554 2.283227, 102.264613 2.283548, 102.264956 2.284728, 102.265745 2.284422, 102.266289 2.285647, 102.265826 2.285932, 102.265884 2.2867, 102.26575 2.298728, 102.275706 2.308162, 102.278796 2.302673, 102.286349 2.305246, 102.300168 2.308419, 102.301241 2.31155, 102.282401 2.324628, 102.274419 2.335348, 102.269012 2.344438, 102.275995 2.348177, 102.278086 2.350672, 102.279528 2.354899, 102.278534 2.356456, 102.277158 2.356473, 102.277114 2.355104, 102.274646 2.353509, 102.271862 2.353317, 102.270366 2.353533, 102.270369 2.355659, 102.270543 2.357175, 102.269902 2.358347, 102.268448 2.358388, 102.266694 2.358642, 102.263862 2.358219, 102.263003 2.355994, 102.259788 2.357544, 102.257496 2.355835, 102.250443 2.347379, 102.249786 2.346402, 102.249776 2.345567, 102.249504 2.344727, 102.249238 2.344023, 102.252875 2.341721, 102.254485 2.341606, 102.256008 2.338446, 102.257103 2.329414, 102.255279 2.315709, 102.249678 2.282272, 102.242361 2.277481))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
93,AYKBRMC006 (SUBTOWN),HOTEL KING	8.4km<br>KOMPLEKS MAHKAMAH	8.7km<br>TAMAN MERBOK	9.3km<br>HALF BUKIT KATIL	11.4km<br>HALF SEMABOK	12.3km<br>SEMABOK JAYA	12.3km<br>SEMABOK PERMAI	12.6km<br>AYER MOLEK	13.4km<br>ALL DUYONG	13.5km,"POLYGON ((102.283195 2.231495, 102.275312 2.221132, 102.272536 2.217576, 102.270303 2.214662, 102.266662 2.210032, 102.271557 2.204789, 102.272704 2.202184, 102.274243 2.198701, 102.278281 2.199913, 102.279771 2.20192, 102.281117 2.201518, 102.28212 2.195798, 102.307966 2.17189, 102.309736 2.174034, 102.298278 2.18492, 102.29282 2.19039, 102.292482 2.229838, 102.29151 2.229875, 102.290539 2.230127, 102.288473 2.231064, 102.287392 2.231512, 102.286385 2.231959, 102.285143 2.23804, 102.284233 2.237227, 102.28398 2.233501, 102.283094 2.232932, 102.283195 2.231495))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
94,AYKBRMC007 (SUBTOWN),BUKIT PIATU	10.6km<br>BUKIT GEDONG	12.8km<br>ALL UJONG PASIR	12.9km<br>HALF SEMABOK	12.9km<br>BUKIT SENJUANG	13.6km<br>ALL PADANG TEMU	15.9km,"POLYGON ((102.269492 2.20696, 102.269108 2.206762, 102.26957 2.206483, 102.261579 2.204328, 102.261807 2.203524, 102.261765 2.202859, 102.261683 2.202063, 102.261386 2.201761, 102.260605 2.20116, 102.260102 2.200626, 102.259544 2.200294, 102.259233 2.199665, 102.259121 2.199202, 102.259137 2.198696, 102.259234 2.198241, 102.259291 2.197805, 102.259154 2.197155, 102.259037 2.196307, 102.258996 2.195727, 102.259062 2.195265, 102.260211 2.194856, 102.2649 2.197011, 102.264749 2.196255, 102.265307 2.195006, 102.265785 2.194106, 102.265793 2.193345, 102.265082 2.193366, 102.264261 2.193204, 102.263701 2.192147, 102.263655 2.191712, 102.263891 2.190541, 102.263738 2.189618, 102.263451 2.188448, 102.264851 2.188118, 102.279148 2.184092, 102.301292 2.17722, 102.301582 2.177799, 102.28212 2.195787, 102.281117 2.201507, 102.279771 2.201909, 102.278281 2.199902, 102.274243 2.19869, 102.27309 2.201037, 102.271546 2.204692, 102.271398 2.204921, 102.269492 2.20696))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
95,AYKBRMC008 (SUBTOWN),TESCO	7.3km<br>HOSPITAL MELAKA	8.6km<br>PANTAI PERINGGIT	8.6km<br>MELAKA SENTRAL	8.8km<br>JALAN TAMING SARI	9.6km<br>PERINGGIT JAYA	9.6km<br>JAYA JUSCO LAGENDA	9.7km,"POLYGON ((102.263168 2.22092, 102.26283 2.221304, 102.262342 2.221451, 102.255363 2.223571, 102.254509 2.223104, 102.253097 2.224266, 102.251962 2.223883, 102.250783 2.223628, 102.247955 2.223976, 102.241625 2.214777, 102.25201 2.204914, 102.259735 2.21169, 102.263072 2.218932, 102.26326 2.219926, 102.263168 2.22092))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
96,AYKBRMC009 (ODA),PANTAI HOSPITAL	8.2km<br>TAMAN CENDANA	8.5km<br>TAMAN SURIA	9.4km<br>ALL TUN KUDU	10.1km<br>JPJ	11.6km<br>TUAH PERDANA	12.1km<br>PENGKALAN JAYA	12.4km<br>TAMBAK PAYA	14.9km<br>PENGKALAN MINYAK	15km<br>TIANG DUA	15.7km<br>KANDANG	16.3km<br>ALAI	17.4km<br>PAYA DALAM	18.8km<br>TELOK MAS	19.4km<br>PERNU	20km<br>BUKIT LINTANG	20.3km,"POLYGON ((102.300683 2.229881, 102.300104 2.207485, 102.299811 2.20521, 102.299207 2.203482, 102.294683 2.192385, 102.29282 2.190379, 102.29478 2.188347, 102.296118 2.186851, 102.298278 2.184909, 102.302848 2.189241, 102.313856 2.178906, 102.3092615 2.1730068, 102.3080157 2.1718047, 102.3067056 2.170817, 102.3058083 2.1696765, 102.30519 2.168493, 102.305343 2.168158, 102.306129 2.167801, 102.306636 2.167295, 102.309328 2.166126, 102.3128533 2.1648609, 102.3144458 2.16321, 102.3159165 2.1612371, 102.3186625 2.1576135, 102.3208247 2.1574206, 102.3213986 2.1570105, 102.3216002 2.1568994, 102.32166 2.156864, 102.321724 2.1568245, 102.3217724 2.1567954, 102.3218422 2.1567238, 102.3219156 2.1566389, 102.3220299 2.1565373, 102.3221443 2.156472, 102.322246 2.1564652, 102.3223853 2.1565388, 102.3224604 2.1566092, 102.3225087 2.1567037, 102.3225396 2.1568237, 102.32261 2.1568542, 102.322914 2.1569154, 102.3231035 2.1571176, 102.3233788 2.157293, 102.3235379 2.1573783, 102.3236678 2.1574091, 102.3238084 2.1573862, 102.3239179 2.1569225, 102.3239974 2.1567668, 102.329284 2.156568, 102.336 2.155534, 102.337288 2.158771, 102.338275 2.16128, 102.341015 2.166666, 102.342553 2.172438, 102.343083 2.177953, 102.344084 2.180809, 102.334402 2.184513, 102.324558 2.202765, 102.325471 2.205355, 102.3265762 2.2064004, 102.3281981 2.207534, 102.329498 2.209117, 102.330221 2.208521, 102.330604 2.208898, 102.330043 2.209533, 102.332303 2.211308, 102.3326818 2.2127106, 102.332567 2.214156, 102.330722 2.215807, 102.328061 2.216086, 102.3261404 2.2150085, 102.324327 2.213395, 102.323222 2.212079, 102.3222456 2.2104843, 102.3224549 2.2099818, 102.3223422 2.2085573, 102.3222242 2.2080668, 102.3217884 2.2081164, 102.321417 2.2088736, 102.3212065 2.2092663, 102.3211462 2.2100234, 102.3213689 2.2109481, 102.3209586 2.2116799, 102.322353 2.213969, 102.32407 2.21645, 102.330679 2.224191, 102.3336187 2.2257724, 102.3357 2.224352, 102.335939 2.223646, 102.336134 2.222821, 102.33629 2.220873, 102.33824 2.219655, 102.339546 2.218769, 102.340468 2.219108, 102.34109 2.219854, 102.341797 2.221174, 102.342867 2.221736, 102.343852 2.222006, 102.34443 2.222319, 102.345812 2.222719, 102.345698 2.224426, 102.345745 2.225339, 102.345395 2.226113, 102.345914 2.226694, 102.346595 2.226756, 102.347103 2.227321, 102.347354 2.228336, 102.34822 2.228736, 102.346118 2.230645, 102.344331 2.229417, 102.342996 2.228972, 102.341322 2.2273, 102.338125 2.227836, 102.335528 2.227643, 102.327932 2.228136, 102.321506 2.22879, 102.322306 2.230544, 102.323322 2.232041, 102.324708 2.233019, 102.324091 2.234118, 102.322144 2.233373, 102.32061 2.232813, 102.3201 2.23271, 102.319912 2.23187, 102.319242 2.231728, 102.308949 2.229303, 102.306091 2.229142, 102.303276 2.229217, 102.301835 2.229795, 102.300683 2.229881))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
97,AYKBRVC001 (TOWN),MITC	3.7km<br>KOTA CEMERLANG	4.6km<br>INDUSTRI AYER KEROH	6.3km<br>UTEM	7.8km<br>TOWN AREA	13.1km,"POLYGON ((102.31786 2.319589, 102.30696 2.296969, 102.294772 2.279131, 102.290652 2.280332, 102.283705 2.280181, 102.281565 2.28344, 102.278099 2.282776, 102.277956 2.280109, 102.27249 2.280058, 102.27201 2.270951, 102.276572 2.268448, 102.282099 2.269713, 102.286124 2.267334, 102.289196 2.268257, 102.289634 2.261588, 102.29166 2.261523, 102.291403 2.250159, 102.295609 2.250143, 102.296054 2.250786, 102.297787 2.254238, 102.29872 2.262654, 102.29798 2.267435, 102.297899 2.26974, 102.297948 2.271423, 102.298892 2.278445, 102.30593 2.291481, 102.312625 2.291309, 102.316144 2.300464, 102.318611 2.304774, 102.324072 2.305631, 102.325199 2.310305, 102.327066 2.31946, 102.31786 2.319589))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
98,AYKBRVC002 (SUBTOWN),OZANA	7.4km<br>MELAKA PERDANA	7.5km<br>VISTA KIRANA	7.6km<br>SAUJANA INDAH	9.5km<br>BUKIT KATIL	10km<br>DUYUNG PERMAI	12.3km,"POLYGON ((102.298484 2.275636, 102.297964 2.271605, 102.297923 2.267242, 102.298699 2.262654, 102.297765 2.254238, 102.295609 2.250143, 102.294579 2.230074, 102.29732 2.217043, 102.295512 2.208042, 102.297867 2.207233, 102.298184 2.208541, 102.300758 2.231103, 102.305356 2.239931, 102.306115 2.241864, 102.306316 2.244118, 102.3102 2.260606, 102.3102 2.267296, 102.321229 2.261228, 102.322623 2.262118, 102.323846 2.261056, 102.324668 2.262439, 102.324477 2.262611, 102.324753 2.262844, 102.325168 2.263484, 102.325663 2.264018, 102.326138 2.264187, 102.327176 2.264219, 102.327888 2.264138, 102.328149 2.264235, 102.328694 2.26502, 102.329265 2.265773, 102.328863 2.266012, 102.328876 2.266244, 102.328987 2.266381, 102.329163 2.266443, 102.329463 2.26647, 102.32912 2.268638, 102.328448 2.268432, 102.328656 2.267766, 102.328193 2.2677, 102.328061 2.268385, 102.327867 2.26874, 102.327609 2.269062, 102.328036 2.269697, 102.327105 2.270415, 102.326613 2.270742, 102.326174 2.270876, 102.325856 2.271498, 102.324495 2.273267, 102.325017 2.273336, 102.325066 2.274071, 102.32289 2.276043, 102.322011 2.27603, 102.321518 2.275802, 102.319534 2.27673, 102.318716 2.277284, 102.318075 2.278279, 102.31797 2.278443, 102.318187 2.278646, 102.317729 2.279312, 102.317033 2.279082, 102.318155 2.277196, 102.317757 2.277101, 102.317225 2.27723, 102.317158 2.277611, 102.316071 2.27796, 102.306938 2.276043, 102.298484 2.275636))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
99,AYKBRVC003 (SUBTOWN),MMU	6.8km<br>MUZAFFAR HEIGHT	6.9km<br>TAMAN BUNGA RAYA	7.3km<br>ALL BUKIT BERUANG	8.3km,"POLYGON ((102.274601 2.266422, 102.270289 2.242612, 102.279665 2.231736, 102.282125 2.233036, 102.28135 2.23434, 102.290774 2.243652, 102.290592 2.244188, 102.289423 2.247527, 102.289329 2.247791, 102.288934 2.248952, 102.288516 2.250262, 102.287709 2.250064, 102.285866 2.254423, 102.285774 2.256949, 102.280634 2.257717, 102.283538 2.261624, 102.285893 2.261686, 102.285372 2.266551, 102.274601 2.266422))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
100,AYKBRVC004 (SUBTOWN),JALAN SETIA	3.2km<br>AYER KEROH HEIGHT	6km<br>HOSPITAL PANTAI	8.2km<br>HOTEL KING	8.4km<br>AEON AYER KEROH	8.8km,"POLYGON ((102.285481 2.261694, 102.283684 2.261654, 102.282317 2.260027, 102.280634 2.257717, 102.285774 2.256949, 102.285824 2.254552, 102.287709 2.250064, 102.288516 2.250262, 102.290774 2.243652, 102.286564 2.239503, 102.282478 2.235441, 102.28135 2.23434, 102.282125 2.233036, 102.279665 2.231736, 102.270289 2.242612, 102.257929 2.269456, 102.253809 2.267055, 102.265482 2.235408, 102.265407 2.232476, 102.26413 2.231452, 102.262788 2.221432, 102.263126 2.221049, 102.263217 2.220054, 102.263029 2.21906, 102.26016 2.21283, 102.262738 2.211361, 102.264136 2.207694, 102.266405 2.20803, 102.268347 2.207491, 102.266662 2.210021, 102.283195 2.231495, 102.283051 2.233007, 102.295609 2.250143, 102.291403 2.250159, 102.29166 2.258135, 102.29166 2.261523, 102.285481 2.261694))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
101,AYKBRVC005 (SUBTOWN),GANGSA HEIGHT	1.6km<br>ALL DURIAN TUNGGAL	6km<br>SIMPANG GADING	8.7km<br>PARIT MELANA	10.1km,"POLYGON ((102.242361 2.277481, 102.253991 2.272185, 102.259675 2.277684, 102.262011 2.281597, 102.262478 2.28342, 102.264554 2.283227, 102.264613 2.283548, 102.264956 2.284728, 102.265745 2.284422, 102.266289 2.285647, 102.265826 2.285932, 102.265884 2.2867, 102.26575 2.298728, 102.275706 2.308162, 102.278796 2.302673, 102.286349 2.305246, 102.300168 2.308419, 102.301241 2.31155, 102.282401 2.324628, 102.274419 2.335348, 102.269012 2.344438, 102.275995 2.348177, 102.278086 2.350672, 102.279528 2.354899, 102.278534 2.356456, 102.277158 2.356473, 102.277114 2.355104, 102.274646 2.353509, 102.271862 2.353317, 102.270366 2.353533, 102.270369 2.355659, 102.270543 2.357175, 102.269902 2.358347, 102.268448 2.358388, 102.266694 2.358642, 102.263862 2.358219, 102.263003 2.355994, 102.259788 2.357544, 102.257496 2.355835, 102.250443 2.347379, 102.249786 2.346402, 102.249776 2.345567, 102.249504 2.344727, 102.249238 2.344023, 102.252875 2.341721, 102.254485 2.341606, 102.256008 2.338446, 102.257103 2.329414, 102.255279 2.315709, 102.249678 2.282272, 102.242361 2.277481))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
102,AYKBRVC006 (SUBTOWN),BUKIT PIATU	10.6km<br>BUKIT BARU	10.8km<br>SEMABUK PERDANA	11.4km<br>SEMABUK DALAM	12.9km<br>DUYUNG EMAS ,"POLYGON ((102.283195 2.231495, 102.275312 2.221132, 102.272536 2.217576, 102.270303 2.214662, 102.266662 2.210032, 102.271557 2.204789, 102.272704 2.202184, 102.274243 2.198701, 102.278281 2.199913, 102.279771 2.20192, 102.281117 2.201518, 102.28212 2.195798, 102.307966 2.17189, 102.309736 2.174034, 102.298278 2.18492, 102.29282 2.19039, 102.292482 2.229838, 102.29151 2.229875, 102.290539 2.230127, 102.288473 2.231064, 102.287392 2.231512, 102.286385 2.231959, 102.285143 2.23804, 102.284233 2.237227, 102.28398 2.233501, 102.283094 2.232932, 102.283195 2.231495))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
103,AYKBRVC007 (SUBTOWN),AYER LELEH	11.9km<br>UJUNG PASIR	12.9km<br>SEMABUK LUAR	14.2km<br>PADANG TEMU	15.9km<br>PEMATANG PASIR	16km,"POLYGON ((102.269492 2.20696, 102.269108 2.206762, 102.26957 2.206483, 102.261579 2.204328, 102.261807 2.203524, 102.261765 2.202859, 102.261683 2.202063, 102.261386 2.201761, 102.260605 2.20116, 102.260102 2.200626, 102.259544 2.200294, 102.259233 2.199665, 102.259121 2.199202, 102.259137 2.198696, 102.259234 2.198241, 102.259291 2.197805, 102.259154 2.197155, 102.259037 2.196307, 102.258996 2.195727, 102.259062 2.195265, 102.260211 2.194856, 102.2649 2.197011, 102.264749 2.196255, 102.265307 2.195006, 102.265785 2.194106, 102.265793 2.193345, 102.265082 2.193366, 102.264261 2.193204, 102.263701 2.192147, 102.263655 2.191712, 102.263891 2.190541, 102.263738 2.189618, 102.263451 2.188448, 102.264851 2.188118, 102.279148 2.184092, 102.301292 2.17722, 102.301582 2.177799, 102.28212 2.195787, 102.281117 2.201507, 102.279771 2.201909, 102.278281 2.199902, 102.274243 2.19869, 102.27309 2.201037, 102.271546 2.204692, 102.271398 2.204921, 102.269492 2.20696))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
104,AYKBRVC008 (SUBTOWN),MELAKA SENTRAL	8.8km<br>PERINGGIT	9.6km<br>AEON BANDARAYA	9.7km<br>TAMAN LAGENDA	10km<br>BUKIT SERINDIT	13.4km,"POLYGON ((102.263168 2.22092, 102.26283 2.221304, 102.262342 2.221451, 102.255363 2.223571, 102.254509 2.223104, 102.253097 2.224266, 102.251962 2.223883, 102.250783 2.223628, 102.247955 2.223976, 102.241625 2.214777, 102.25201 2.204914, 102.259735 2.21169, 102.263072 2.218932, 102.26326 2.219926, 102.263168 2.22092))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
