,Name,Description,geometry,route_type,branch_no
105,AYKBRVC009 (ODA),DESA DUYONG	12.7km<br>AYER MOLEK	13.4km<br>KANDANG	16.3km<br>ALAI PERDANA	17.8km<br>TAMAN SRI TELOK EMAS	19.1km<br>BUKIT LARANG	19.8km,"POLYGON ((102.300683 2.229881, 102.300104 2.207485, 102.299811 2.20521, 102.299207 2.203482, 102.294683 2.192385, 102.29282 2.190379, 102.29478 2.188347, 102.296118 2.186851, 102.298278 2.184909, 102.302848 2.189241, 102.313856 2.178906, 102.305858 2.169434, 102.305308 2.168493, 102.305343 2.168158, 102.306129 2.167801, 102.306636 2.167295, 102.309328 2.166126, 102.31148 2.168549, 102.314875 2.16767, 102.320208 2.174274, 102.324499 2.163017, 102.322713 2.159136, 102.321817 2.157107, 102.321686 2.157012, 102.321661 2.156966, 102.32166 2.156939, 102.321665 2.156929, 102.321704 2.156904, 102.321743 2.156894, 102.321874 2.156797, 102.322155 2.156535, 102.322396 2.156512, 102.3226 2.156874, 102.329284 2.156568, 102.336 2.155534, 102.337288 2.158771, 102.338275 2.16128, 102.341015 2.166666, 102.342553 2.172438, 102.343083 2.177953, 102.344084 2.180809, 102.334402 2.184513, 102.324558 2.202765, 102.325471 2.205355, 102.326662 2.206186, 102.328123 2.207534, 102.329498 2.209117, 102.330221 2.208521, 102.330604 2.208898, 102.330043 2.209533, 102.332303 2.211308, 102.332567 2.214156, 102.330722 2.215807, 102.328061 2.216086, 102.324327 2.213395, 102.321838 2.20856, 102.321495 2.211444, 102.322353 2.213969, 102.32407 2.21645, 102.330679 2.224191, 102.3357 2.224352, 102.335939 2.223646, 102.336134 2.222821, 102.33629 2.220873, 102.33824 2.219655, 102.339546 2.218769, 102.340468 2.219108, 102.34109 2.219854, 102.341797 2.221174, 102.342867 2.221736, 102.343852 2.222006, 102.34443 2.222319, 102.345812 2.222719, 102.345698 2.224426, 102.345745 2.225339, 102.345395 2.226113, 102.345914 2.226694, 102.346595 2.226756, 102.347103 2.227321, 102.347354 2.228336, 102.34822 2.228736, 102.346118 2.230645, 102.344331 2.229417, 102.342996 2.228972, 102.341322 2.2273, 102.338125 2.227836, 102.335528 2.227643, 102.327932 2.228136, 102.321506 2.22879, 102.322306 2.230544, 102.323322 2.232041, 102.324708 2.233019, 102.324091 2.234118, 102.322144 2.233373, 102.32061 2.232813, 102.3201 2.23271, 102.319912 2.23187, 102.319242 2.231728, 102.308949 2.229303, 102.306091 2.229142, 102.303276 2.229217, 102.301835 2.229795, 102.300683 2.229881))",VAN ROUTE COVERAGE,AYK (CR - MEDIUM)
106,GDEX BAN,,POINT (101.5036248 2.8135797),GDEX BRANCH,BAN (KLV2 - SMALL)
107,BANBRMC001 (SUBTOWN),JALAN BUNGA PEKAN	0.8km<br>JALAN SUASA	0.9km<br>JALAN SERI PEKAN	1.1km<br>JALAN CEMERLANG	1.4km<br>JALAN TEMBAGA	1.6km<br>JALAN GANGSA	1.7km<br>PEKAN BANTING	1.8km<br>TAMAN AMAN	1.8km<br>TAMAN GEMBIRA	1.9km<br>TAMAN BAIDURI	2.2km<br>IPD KUALA LANGAT	2.4km<br>TAMAN BUDIMAN	2.6km<br>TAMAN CEMPAKA	2.6km<br>TAMAN KEMUNING	2.7km<br>HOSPITAL BANTING	2.9km<br>JALAN SULTAN ALAM SHAH	3.1km<br>KANCHONG DARAT	3.5km<br>JALAN CEMPAKA	4.7km<br>KAMPUNG SUNGAI LANG TENGAH	4.9km<br>KAMPUNG SUNGAI LANG BARU	5.1km<br>SUNGAI KELAMBU	16km,"POLYGON ((101.4753469 2.8063303, 101.4660863 2.7887326, 101.4774587 2.7823458, 101.4730812 2.7771164, 101.4978356 2.7622639, 101.587872 2.763036, 101.5874858 2.8085361, 101.5798224 2.8146968, 101.5736264 2.8177551, 101.567087 2.8190989, 101.5548343 2.8161585, 101.552645 2.818336, 101.5470645 2.8190903, 101.5312691 2.8065394, 101.5226807 2.8146996, 101.5128853 2.8131884, 101.5089306 2.8106355, 101.5073266 2.8143783, 101.4977403 2.8120773, 101.4963717 2.8087352, 101.4924715 2.8085161, 101.4918431 2.8057859, 101.4910431 2.8034414, 101.4897925 2.8022972, 101.4888851 2.8006386, 101.4753469 2.8063303))",MOTOR ROUTE COVERAGE,BAN (KLV2 - SMALL)
108,BANBRMC002 (SUBTOWN),"JALAN CENDANA, TAMAN MUHIBBAH	0.5km<br>TAMAN MORIB	1.1km<br>JALAN SUNGAI NANGKA	1.4km<br>TAMAN DELIMA	1.4km<br>JALAN MARMAR, TAMAN DELIMA	1.6km<br>TAMAN SETIA JAYA	1.6km<br>JALAN MERPATI, TAMAN SETIA JAYA	1.8km<br>TAMAN MULIA	1.8km<br>TAMAN BANTING MEWAH	2km<br>TAMAN MUHIBBAH	2km<br>TAMAN MUHIBBAH	2km<br>TAMAN SERI PELANGI	2.4km<br>TAMAN NILAM	2.7km<br>TAMAN SRI PUTRA	2.8km<br>KAMPUNG PULAU	3.1km<br>JALAN SULTAN ABDUL SAMAD	3.3km<br>JALAN RABA	3.5km<br>TELUK BUNUT	3.7km<br>ILP KUALA LANGAT	5km<br>POLITEKNIK BANTING	5.8km<br>TAMAN JUGRA JAYA	6.2km<br>REJIMEN TUDM	6.3km<br>KOLEJ KOMUNITI KUALA LANGAT	6.7km<br>TAMAN BANTING BARU	6.7km<br>KOLEJ MATRIKULASI SELANGOR	7.1km<br>SM SAINS BANTING	7.1km<br>KAMPUNG KATHONG	7.2km<br>IKBN KUALA LANGAT	7.5km<br>KAMPUNG BANDAR	9.2km<br>KAMPUNG SAWAH	11km<br>KAMPUNG TELUK PULAI	11km<br>KAMPUNG CHODOI	11.1km<br>KAMPUNG KELANANG	11.2km<br>KAMPUNG SUNGAI BUAYA	11.2km<br>KAMPUNG SUNGAI INGAT	11.2km<br>SIME DARBY PLANTATION RESEARCH S/B	11.5km<br>JALAN SULTAN SULEIMAN SHAH	11.7km<br>PERMATANG PASIR	12km<br>KAMPUNG AYER TAWAR	12.2km<br>TAMAN SERI SAWAH	12.6km<br>BUKIT JUGRA	16.1km<br>KAMPUNG CANTIK <br>TAMAN CHI LIUNG <br>TAMAN CHODOI JAYA","POLYGON ((101.4240422 2.8620911, 101.4243429 2.8502395, 101.421394 2.8466606, 101.415374 2.8449033, 101.4113828 2.8355594, 101.4156313 2.8241582, 101.413743 2.804012, 101.40578 2.799434, 101.408201 2.790069, 101.410613 2.790359, 101.4185956 2.7825254, 101.4415641 2.7947822, 101.4730812 2.7771164, 101.4774587 2.7823458, 101.4660863 2.7887326, 101.4751628 2.8063285, 101.4888851 2.8006386, 101.4909358 2.8043202, 101.4924715 2.8085161, 101.4963717 2.8087352, 101.4977403 2.8120773, 101.5073266 2.8143783, 101.5108342 2.81469, 101.5135719 2.8171318, 101.5160171 2.8196688, 101.5177669 2.8241331, 101.5198932 2.8236319, 101.5227724 2.820915, 101.5245827 2.8216535, 101.5273449 2.8330747, 101.5177475 2.8336945, 101.5162103 2.8346902, 101.5172441 2.8384456, 101.5138128 2.8423808, 101.5118396 2.847863, 101.5122263 2.850347, 101.515252 2.852189, 101.5116311 2.8547069, 101.5049202 2.8570534, 101.4935745 2.8553708, 101.485662 2.857117, 101.48283 2.8555743, 101.481028 2.855746, 101.4811997 2.8579962, 101.4813714 2.8602463, 101.483088 2.863718, 101.4789195 2.8663376, 101.4742603 2.8666188, 101.472691 2.8677571, 101.4743012 2.8709645, 101.479173 2.872286, 101.4811034 2.8812945, 101.489099 2.885126, 101.480977 2.887912, 101.473476 2.877361, 101.471342 2.880047, 101.4731628 2.8898218, 101.451594 2.879622, 101.4507455 2.8716158, 101.4438638 2.8663537, 101.4388802 2.866801, 101.4350929 2.863581, 101.4295783 2.8653704, 101.4240422 2.8620911))",MOTOR ROUTE COVERAGE,BAN (KLV2 - SMALL)
109,BANBRMC003 (SUBTOWN),TAMAN MANGGIS JAYA	3.8km<br>BANDAR SUNGAI MAS	3.9km<br>BANDAR MAHKOTA	6.3km<br>KAMPUNG OLAK LEMPIT	10.8km<br>KOMPLEKS PERABOT OLAK LEMPIT	13.3km<br>TAMAN SERI DAGANG	13.4km<br>TAMAN CHANGGANG JAYA	14.1km<br>KAMPUNG BUKIT CHANGGANG	14.5km<br>MEGASTEEL INDUSTRIES AREA	16.5km<br>KAMPUNG LABOHAN DAGANG	16.7km<br>BUKIT TADOM	16.8km<br>GS PAPERBOARD FACTORY	19.7km<br>KAMPUNG RTB BUKIT CHANGGANG	20.1km<br>TAMAN LANGAT MURNI	21.2km<br>BANDAR SERI EHSAN	25.7km<br>KAMPUNG PAYA RUMPUT <br>PUSAT INDUSTRI MAHKOTA ,"POLYGON ((101.555359 2.8337046, 101.5428277 2.8286467, 101.538757 2.8268755, 101.5286781 2.822704, 101.5292472 2.8209577, 101.5303256 2.8180913, 101.5326476 2.8122428, 101.533075 2.8098211, 101.5346263 2.8091375, 101.5470645 2.8190903, 101.552645 2.818336, 101.5548343 2.8161585, 101.567087 2.8190989, 101.5736264 2.8177551, 101.5798224 2.8146968, 101.5874858 2.8085361, 101.5877511 2.788691, 101.622732 2.767453, 101.5988506 2.729262, 101.6324304 2.7285309, 101.6632405 2.7938238, 101.669332 2.809221, 101.6456379 2.8448122, 101.6237617 2.8530184, 101.567908 2.8534199, 101.5590901 2.8380471, 101.555359 2.8337046))",MOTOR ROUTE COVERAGE,BAN (KLV2 - SMALL)
110,BANBRMB001,"TAMAN MANGGIS JAYA 3.8km<br>TAMAN PERIANG 4.4km<br>TAMAN BAKTI 4.7km<br>TAMAN LANGAT INDAH 5.1km<br>SUNGAI SEDU 6km<br>TAMAN SERI CHEEDING 8km<br>JALAN KLNG BANTING BATU 16 - BATU 20 10km<br>JALAN KEMPAS,<br>KAMPUNG SERI CHEEDING 13.3km<br>KAMPUNG BUKIT PERAH 13.9km<br>BOH PLANTATION 16km<br>TAMAN DESA KEMANDOL 21km<br>TAMAN MANGGIS JAYA 3.8km","POLYGON ((101.510102 2.862333, 101.5136259 2.8566206, 101.5116311 2.8547069, 101.515252 2.852189, 101.5122263 2.850347, 101.5118396 2.847863, 101.5138128 2.8423808, 101.5172441 2.8384456, 101.5162103 2.8346902, 101.520576 2.8333681, 101.5273449 2.8330747, 101.5250586 2.8227085, 101.5227724 2.820915, 101.5177669 2.8241331, 101.5171756 2.8199813, 101.5108342 2.81469, 101.5073266 2.8143783, 101.5089306 2.8106355, 101.5135423 2.813354, 101.5226807 2.8146996, 101.5312691 2.8065394, 101.5346263 2.8091375, 101.533075 2.8098211, 101.5286781 2.822704, 101.555359 2.8337046, 101.567908 2.8534199, 101.600287 2.8543472, 101.6004051 2.8632858, 101.5984199 2.8713831, 101.5961359 2.8771814, 101.5967483 2.8832597, 101.5983906 2.8961958, 101.59483 2.908877, 101.557665 2.937764, 101.547292 2.930197, 101.564544 2.906281, 101.543258 2.888966, 101.5365632 2.8831367, 101.5281159 2.8763435, 101.518578 2.869105, 101.510102 2.862333))",MOTOR ROUTE COVERAGE,BAN (KLV2 - SMALL)
111,BANBRVC001 (SUBTOWN),"KANCHONG DARAT	3.5km<br>KAMPUNG SUNGAI LANG TENGAH	4.9km<br>KAMPUNG SUNGAI LANG BARU	5.1km<br>KAMPUNG TALI AIR	10.3km<br>KAMPUNG KANCHONG TENGAH 	10.4km<br>TAMAN GADONG	15.8km<br>SUNGAI KELAMBU	16km<br>KAMPUNG ENDAH	16.5km<br>LADANG BEDFORD	17.2km<br>TANJUNG LAYANG	17.7km<br>KAMPUNG BATU LAUT	21km<br>KAMPUNG LADANG BATU	22.4km<br>KAMPUNG KUNDANG	23.8km<br>KAMPUNG ORANG ASLI TANJONG SEPAT	25.8km<br>TAMAN PELANGI	26.4km<br>PEKAN TANJUNG SEPAT	26.5km<br>JALAN SENANGIN, PEKAN TANJUNG SEPAT	26.9km<br>TAMAN MUTIARA	27.2km<br>KAMPUNG TANJUNG SEPAT DARAT	27.6km<br>KAMPUNG PANTAI	27.6km<br>KAMPUNG TUMBUK DARAT	31.1km<br>KAMPUNG TITIP","POLYGON ((101.5039381 2.7995354, 101.4999951 2.795522, 101.4918892 2.7991812, 101.4751199 2.8060285, 101.4660863 2.7887326, 101.4774587 2.7823458, 101.4733387 2.7769021, 101.467691 2.7692473, 101.4485348 2.7357955, 101.4600661 2.7115969, 101.465551 2.700117, 101.4761305 2.6922957, 101.511253 2.676577, 101.5368628 2.663476, 101.563502 2.653118, 101.565587 2.654743, 101.575225 2.652938, 101.596561 2.639382, 101.5969429 2.669123, 101.5988506 2.729262, 101.622732 2.767453, 101.5877511 2.788691, 101.5880783 2.807352, 101.5798224 2.8146968, 101.5736264 2.8177551, 101.567087 2.8190989, 101.5548343 2.8161585, 101.552645 2.818336, 101.5470645 2.8190903, 101.5312121 2.8075771, 101.5284783 2.8094796, 101.5272829 2.8112461, 101.5262024 2.8126341, 101.5250893 2.814212, 101.5226807 2.8146996, 101.5128853 2.8131884, 101.5127032 2.8025041, 101.5039381 2.7995354))",VAN ROUTE COVERAGE,BAN (KLV2 - SMALL)
112,BANBRVC002 (SUBTOWN),"JALAN BERINGIN 0.22km<br>JALAN CENDANA, TAMAN MUHIBBAH 0.5km<br>JALAN KERAYONG 0.55km<br>JALAN BUNGA PEKAN 0.8km<br>JALAN SERI PEKAN 1.1km<br>JALAN CEMERLANG 1.4km<br>TAMAN DELIMA 1.4km<br>PEKAN BANTING 1.8km<br>TAMAN AMAN 1.8km<br>TAMAN GEMBIRA 1.9km<br>TAMAN MUHIBBAH 2km<br>TAMAN CEMPAKA 2.6km<br>TAMAN LANGAT JAYA 3km<br>JALAN SULTAN ALAM SHAH 3.1km<br>KAMPUNG PULAU 3.1km<br>JALAN SULTAN ABDUL SAMAD 3.3km<br>TELUK BUNUT 3.9km","POLYGON ((101.485662 2.857117, 101.4866582 2.8359107, 101.4956359 2.829907, 101.5021244 2.8224459, 101.4920609 2.7991812, 101.5001668 2.795522, 101.5041098 2.7995354, 101.5128749 2.8025041, 101.513057 2.8131884, 101.5120806 2.8132851, 101.5112588 2.8132548, 101.5109197 2.8136105, 101.5114021 2.8143067, 101.5149496 2.8171928, 101.5161307 2.8185145, 101.517067 2.8205005, 101.5179605 2.8232294, 101.5185072 2.8234327, 101.5226606 2.8202458, 101.5248847 2.8210428, 101.5262474 2.8252239, 101.5270088 2.8293781, 101.5279864 2.8325191, 101.5256491 2.8339178, 101.5211866 2.8343651, 101.5167241 2.8337837, 101.5161258 2.8361147, 101.5172441 2.8384456, 101.5145869 2.8413319, 101.5141614 2.8438752, 101.5123589 2.8467896, 101.5121015 2.8487619, 101.5135606 2.8503477, 101.5162213 2.8514191, 101.5154129 2.8528552, 101.5105099 2.8555544, 101.5049202 2.8570534, 101.5014331 2.8571896, 101.4935745 2.8553708, 101.485662 2.857117))",VAN ROUTE COVERAGE,BAN (KLV2 - SMALL)
113,BANBRVC003 (SUBTOWN),KAMPUNG OLAK LEMPIT 10.8km<br>KOMPLEKS PERABOT OLAK LEMPIT 13.3km<br>TAMAN SERI DAGANG 13.4km<br>TAMAN CHANGGANG JAYA 14.1km<br>KAMPUNG BUKIT CHANGGANG 14.5km<br>MEGASTEEL INDUSTRIES AREA 16.5km<br>KAMPUNG LABOHAN DAGANG 16.7km<br>BUKIT TADOM 16.8km<br>GS PAPERBOARD FACTORY 19.7km<br>KAMPUNG RTB BUKIT CHANGGANG 20.1km<br>TAMAN LANGAT MURNI 21.2km<br>BANDAR SERI EHSAN 25.7km<br>KAMPUNG PAYA RUMPUT,"POLYGON ((101.6237617 2.8530184, 101.567908 2.8534199, 101.5608513 2.8428039, 101.5582318 2.8387329, 101.5531081 2.8320163, 101.5563323 2.8307788, 101.5595108 2.8309956, 101.5626286 2.8316622, 101.5668914 2.832635, 101.569897 2.8337667, 101.5770645 2.8331323, 101.5761851 2.8249711, 101.5787763 2.8235416, 101.5799941 2.8145253, 101.58825 2.8071805, 101.5879228 2.7885195, 101.6229037 2.7672815, 101.5990222 2.7290905, 101.6324304 2.7285309, 101.6632405 2.7938238, 101.6695037 2.8090495, 101.6458096 2.8446407, 101.6237617 2.8530184))",VAN ROUTE COVERAGE,BAN (KLV2 - SMALL)
114,BANBRVC004 (SUBTOWN),"TAMAN MORIB	1.1km<br>JALAN SUNGAI NANGKA	1.4km<br>TAMAN SETIA JAYA	1.6km<br>TAMAN MULIA	1.8km<br>TAMAN BAIDURI	2.2km<br>IPD KUALA LANGAT	2.4km<br>TAMAN SERI PELANGI	2.4km<br>TAMAN SRI PUTRA	2.8km<br>HOSPITAL BANTING	2.9km<br>JALAN RABA	3.5km<br>ILP KUALA LANGAT	5km<br>POLITEKNIK BANTING	5.8km<br>TAMAN JUGRA JAYA	6.2km<br>KOLEJ KOMUNITI KUALA LANGAT	6.7km<br>TAMAN BANTING BARU	6.7km<br>KOLEJ MATRIKULASI SELANGOR	7.1km<br>SM SAINS BANTING	7.1km<br>KAMPUNG KATHONG	7.2km<br>SIMPANG MORIB	7.4km<br>IKBN KUALA LANGAT	7.5km<br>TAMAN DAMAI INDAH	7.5km<br>TAMAN DAMAI	7.8km<br>TONGKAH	8.8km<br>KAMPUNG BANDAR	9.2km<br>JALAN CHODOI, PERMATANG PASIR	10.4km<br>SUNGAI HANTU	10.7km<br>KAMPUNG SAWAH	11km<br>KAMPUNG TELUK PULAI 	11km<br>KAMPUNG CHODOI	11.1km<br>KAMPUNG KELANANG	11.2km<br>KAMPUNG SUNGAI BUAYA	11.2km<br>KAMPUNG SUNGAI INGAT	11.2km<br>TAMAN HARMONI	11.4km<br>TAMAN SERI BAYU	11.5km<br>EL AZHAR CAMP	11.6km<br>PERMATANG PASIR	12km<br>KAMPUNG AYER TAWAR	12.2km<br>IMPIAN MORIB HOTEL	12.4km<br>TAMAN SERI DESA	12.4km<br>TAMAN SERI SAWAH	12.6km<br>MORIB	14.7km<br>BUKIT JUGRA	16.1km<br>KAMPUNG KELIKI","POLYGON ((101.4731628 2.8898218, 101.451594 2.879622, 101.4507455 2.8716158, 101.4438638 2.8663537, 101.4388802 2.866801, 101.4350929 2.863581, 101.4295783 2.8653704, 101.4240422 2.8620911, 101.4243429 2.8502395, 101.421394 2.8466606, 101.415374 2.8449033, 101.4113828 2.8355594, 101.4156313 2.8241582, 101.413743 2.804012, 101.40578 2.799434, 101.408201 2.790069, 101.410613 2.790359, 101.425382 2.775317, 101.427099 2.775439, 101.433108 2.762126, 101.4390187 2.7559602, 101.4422318 2.7503359, 101.4485348 2.7357955, 101.467691 2.7692473, 101.4724032 2.7756251, 101.4774587 2.7823458, 101.4660863 2.7887326, 101.4751199 2.8060285, 101.4922985 2.7990553, 101.4977403 2.8120773, 101.5019527 2.8224459, 101.4954642 2.829907, 101.4864865 2.8359107, 101.4863831 2.8428032, 101.485662 2.857117, 101.48283 2.8555743, 101.481028 2.855746, 101.4813714 2.8602463, 101.483088 2.863718, 101.473206 2.8681, 101.479173 2.872286, 101.4811034 2.8812945, 101.487702 2.881812, 101.489099 2.885126, 101.480977 2.887912, 101.473476 2.877361, 101.471342 2.880047, 101.4731628 2.8898218))",VAN ROUTE COVERAGE,BAN (KLV2 - SMALL)
115,BANBRVC005 (SUBTOWN),"TAMAN MANGGIS JAYA 3.8km<br>BANDAR SUNGAI MAS 3.9km<br>BANDAR MAHKOTA 6.3km<br>TAMAN SERI 1.5km<br>TELOK DATUK 2km<br>TAMAN PERIANG 4.4km<br>TAMAN BAKTI 4.7km<br>TAMAN LANGAT INDAH 5.1km<br>SUNGAI SEDU 6km<br>TAMAN SERI CHEEDING 8km<br>JALAN KLNG BANTING BATU 16 - BATU 20 10km<br>JALAN KEMPAS,<br>KAMPUNG SERI CHEEDING 13.3km<br>KAMPUNG BUKIT PERAH 13.9km<br>BOH PLANTATION 16km<br>TAMAN DESA KEMANDOL 21km<br>TAMAN MANGGIS JAYA 3.8km<br>BANDAR SUNGAI MAS 3.9km<br>BANDAR MAHKOTA 6.3km","POLYGON ((101.519093 2.8692336, 101.5173844 2.8705604, 101.507994 2.8650294, 101.5003631 2.8600985, 101.4976849 2.8563257, 101.5014331 2.8571896, 101.5049202 2.8570534, 101.5105099 2.8555544, 101.5154129 2.8528552, 101.5162213 2.8514191, 101.5135606 2.8503477, 101.5121015 2.8487619, 101.5123589 2.8467896, 101.5141614 2.8438752, 101.5145869 2.8413319, 101.5172441 2.8384456, 101.5161258 2.8361147, 101.5167241 2.8337837, 101.5211866 2.8343651, 101.5256491 2.8339178, 101.5279864 2.8325191, 101.5270088 2.8293781, 101.5262474 2.8252239, 101.5248847 2.8210428, 101.5226606 2.8202458, 101.5185072 2.8234327, 101.5179605 2.8232294, 101.5172226 2.8209362, 101.517067 2.8205005, 101.5161307 2.8185145, 101.5149496 2.8171928, 101.5114021 2.8143067, 101.5109197 2.8136105, 101.5112588 2.8132548, 101.5128853 2.8131884, 101.5226807 2.8146996, 101.5250893 2.814212, 101.5284783 2.8094796, 101.5312121 2.8075771, 101.5454902 2.8181394, 101.5470645 2.8190903, 101.552645 2.818336, 101.5548343 2.8161585, 101.567087 2.8190989, 101.5736264 2.8177551, 101.5798224 2.8146968, 101.5787763 2.8235416, 101.5761851 2.8249711, 101.5770645 2.8331323, 101.569897 2.8337667, 101.5668914 2.832635, 101.5595108 2.8309956, 101.5563323 2.8307788, 101.5531081 2.8320163, 101.5586197 2.839632, 101.567908 2.8534199, 101.600287 2.8532328, 101.6002334 2.8634572, 101.5982482 2.8715545, 101.5967483 2.8832597, 101.5983906 2.8961958, 101.5946583 2.9090484, 101.5574933 2.9379354, 101.5471203 2.9303684, 101.5643723 2.9064524, 101.543258 2.888966, 101.5378078 2.8843797, 101.5313774 2.8791723, 101.519093 2.8692336))",VAN ROUTE COVERAGE,BAN (KLV2 - SMALL)
116,GDEX BBU,,POINT (101.5562056 3.4174418),GDEX BRANCH,BBU (KLV4 - SMALL)
117,BBUBRMC001 (TOWN),MK Land                                                           2.8 KM<br>Kawasan Perindustrian Kamunting            2.5 KM<br>Kawasan Perindustrian Jasmine                2.5 KM<br>Lingkaran Seksyen BB7                                3.7 KM<br>Kampung SKC Timah                                    5.0 KM,"POLYGON ((101.550544 3.3970171, 101.557193 3.3969151, 101.557146 3.4044211, 101.565086 3.4045641, 101.564959 3.4113341, 101.570135 3.4113831, 101.573461 3.4149821, 101.57662 3.4227491, 101.578833 3.4340011, 101.57941 3.4516811, 101.55884 3.4525461, 101.557646 3.4447551, 101.5464371 3.4485675, 101.5451274 3.4446643, 101.544204 3.4402471, 101.54347 3.4345621, 101.5436243 3.4325142, 101.5437207 3.4306149, 101.543818 3.4290443, 101.5437963 3.4265386, 101.5398741 3.4182202, 101.530171 3.4121453, 101.5361682 3.4063621, 101.5379598 3.4049912, 101.5379863 3.3970201, 101.550544 3.3970171))",MOTOR ROUTE COVERAGE,BBU (KLV4 - SMALL)
118,BBUBRMC002 (SUBTOWN),All Bukit Sentosa 3.8 KM<br>Kawasan Perindustrian Seri Pagi 14.9 KM,"POLYGON ((101.6299422 3.516887, 101.6200292 3.515281, 101.6162092 3.512133, 101.6156942 3.498747, 101.6130292 3.495322, 101.6151982 3.485095, 101.6089102 3.483146, 101.6014002 3.477577, 101.5965512 3.471409, 101.5843632 3.459371, 101.5793242 3.451724, 101.5787472 3.434044, 101.5765342 3.422792, 101.5733752 3.415025, 101.5700492 3.411426, 101.5648732 3.411377, 101.5650002 3.404607, 101.5609202 3.404536, 101.5608222 3.401089, 101.5608992 3.397162, 101.5612062 3.396092, 101.5722122 3.395093, 101.5722342 3.393808, 101.5702382 3.391709, 101.5696382 3.389674, 101.5701522 3.386054, 101.5700882 3.377764, 101.5668702 3.377807, 101.5669422 3.37388, 101.5939452 3.374104, 101.5912992 3.381752, 101.5816432 3.383037, 101.5806992 3.38745, 101.5803982 3.389249, 101.5772232 3.390106, 101.5772012 3.396489, 101.5812782 3.407735, 101.5817422 3.410072, 101.5907972 3.409751, 101.5904972 3.397349, 101.6068912 3.397092, 101.6073202 3.402575, 101.6063973 3.4091294, 101.6042728 3.4099648, 101.602084 3.4121819, 101.6019981 3.4213174, 101.5988222 3.423481, 101.5993382 3.470174, 101.6034472 3.476125, 101.6113022 3.481469, 101.6146812 3.479359, 101.6298232 3.483722, 101.6356382 3.485885, 101.6349592 3.495847, 101.6342512 3.49833, 101.6341012 3.499913, 101.6337422 3.502318, 101.6335122 3.504424, 101.6333832 3.506094, 101.6328052 3.510419, 101.6312822 3.513287, 101.6299422 3.516887))",MOTOR ROUTE COVERAGE,BBU (KLV4 - SMALL)
119,BBUBRMC003 (ODA),Kuala Kubu Bharu 29.3 KM<br>Taman Seri Cahaya 22.7 KM<br>Kawasan Perindustrian Miel 20.4 KM<br>Kampung Melayu Rasa 19.8 KM<br>Kampung Rasa Tambahan 21.9 KM,"POLYGON ((101.635724 3.486142, 101.631886 3.484719, 101.634471 3.480018, 101.632776 3.4787, 101.633592 3.47778, 101.635158 3.478368, 101.636874 3.470101, 101.637976 3.467518, 101.640413 3.467178, 101.639993 3.468664, 101.640496 3.469604, 101.643008 3.469851, 101.645819 3.469551, 101.645926 3.471339, 101.649571 3.47369, 101.649553 3.475163, 101.646448 3.477935, 101.64212 3.477567, 101.642184 3.479602, 101.643729 3.479281, 101.647849 3.48003, 101.653707 3.480973, 101.65699 3.482879, 101.655209 3.487484, 101.644781 3.489883, 101.643193 3.497079, 101.643592 3.500056, 101.643699 3.502005, 101.646918 3.504339, 101.647443 3.503911, 101.650308 3.505667, 101.650126 3.508023, 101.649954 3.515692, 101.653826 3.517773, 101.653611 3.520665, 101.651691 3.524969, 101.653214 3.532508, 101.661755 3.533558, 101.671636 3.535914, 101.67876 3.534671, 101.682794 3.535614, 101.680948 3.538869, 101.687042 3.543966, 101.678288 3.552961, 101.672022 3.549406, 101.668503 3.544352, 101.663997 3.54795, 101.661808 3.55566, 101.665585 3.559814, 101.67125 3.560157, 101.671078 3.565126, 101.668331 3.568895, 101.66876 3.577247, 101.660349 3.577161, 101.652667 3.577118, 101.644685 3.57412, 101.640093 3.578318, 101.636377 3.57568, 101.642385 3.569512, 101.645068 3.564844, 101.636552 3.556374, 101.638698 3.550463, 101.641442 3.550973, 101.652342 3.559026, 101.656333 3.554957, 101.654359 3.548575, 101.650969 3.543092, 101.652943 3.537695, 101.643287 3.526258, 101.64303 3.522275, 101.646377 3.518891, 101.630028 3.517144, 101.631368 3.513544, 101.632891 3.510676, 101.633491 3.506159, 101.634337 3.498587, 101.635045 3.496104, 101.635724 3.486142))",MOTOR ROUTE COVERAGE,BBU (KLV4 - SMALL)
