vehicle_no,GPSVendor,Model,Type,year_made,tail_lift,status,possession,admin_station_id,category_id,color_id,vehicle_owner_id,vehicle_group_id
BNT 9529,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PLS,470,20,16,5,81
BNT 9531,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,HQ HUB,NULL,20,16,5,33
BNU 9825,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SHM,508,20,16,5,101
BNU 9827,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,WMJ,555,20,16,5,117
BNU 9834,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,BGI,302,20,16,5,9
BNU 9840,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,AGH,280,20,16,5,1
BNU 9841,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,TIN,540,20,16,5,112
BNY 7452,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,JIT,352,15,16,5,42
BNY 7454,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,KUL,406,15,16,5,60
BNY 7458,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BNY 7460,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,MWT,446,15,16,5,71
BNY 7462,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,SDG,499,15,16,5,95
BNY 7498,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,HQ OPS,462,15,16,5,36
BNY 7503,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,SPT,519,15,16,5,105
BNY 7521,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,PLS,470,15,16,5,81
BNY 7536,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,SDG,499,15,16,5,95
BPA 2832,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,MKZ,434,20,16,4,67
BPA 2835,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,KGS,370,20,16,4,49
BPA 2836,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SKU,555,20,16,4,117
BPA 2838,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,BGI,302,20,16,4,9
BPA 3249,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PEN,458,20,16,4,78
BPA 3253,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,BGI,302,20,16,5,9
BPA 6206,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SKU,515,20,16,5,103
BPA 6208,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,ULT,552,20,16,5,116
BPA 6209,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,BMJ,310,20,16,5,12
BPA 6971,GUS,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPA 6976,GUS,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPA 6997,GUS,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPA 7006,GUS,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPA 7029,GUS,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,BWH,322,15,16,5,20
BPA 7039,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,THO,539,20,16,5,111
BPB 649,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PAK,453,20,16,5,75
BPB 653,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PKN,465,20,16,5,80
QAA 2703 R,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,MYY,447,15,16,4,72
QAA 4766 P,GUS,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2015,TRUE,A,KSN,399,15,16,4,58
QAA 7950 L,GUS,Toyota Hiace KDH200R-RBMDYEAC,Panel Van,2014,TRUE,A,PND,471,15,16,4,82
QAA 7953 L,GUS,Toyota Hiace KDH200R-RBMDYEAC,Panel Van,2014,TRUE,A,BTU,321,15,16,4,19
QAT 1918,GUS,Toyota Hilux Surf,Admin Car,1995,TRUE,A,BKI,305,18,NULL,4,11
QAV 4865,GUS,Toyota Hiace KDH200R-RBMDYE,Panel Van,2010,TRUE,A,MYY,447,15,16,4,72
QAV 4867,GUS,Toyota Hiace KDH200R-RBMDYE,Panel Van,2010,TRUE,A,BTU,321,15,16,4,19
QAV 4868,GUS,Toyota Hiace KDH200R-RBMDYE,Panel Van,2010,TRUE,A,PND,471,15,16,4,82
QAV 4871,GUS,Toyota Hiace KDH200R-RBMDYE,Panel Van,2010,TRUE,A,BTU,321,15,16,4,19
QC 4539,GUS,Toyota LJ79RV,Admin Car,1996,TRUE,A,SBW,497,18,16,4,93
QS 4073 E,GUS,Hino WU720R-HKMQL3,Box Truck,2015,TRUE,A,SWK Linehaul,NULL,21,16,4,109
QS 4074 E,GUS,Hino WU720R-HKMQL3,Box Truck,2015,TRUE,A,SWK Linehaul,NULL,21,16,4,109
QS 4075 E,GUS,Hino WU720R-HKMQL3,Box Truck,2015,TRUE,A,SWK Linehaul,NULL,21,16,4,109
QS 6491 C,GUS,Hino WU640R-HKMLL3,Box Truck,2014,TRUE,A,BTU,321,20,16,4,19
QS 6494 C,GUS,Hino WU640R-HKMLL3,Box Truck,2014,TRUE,A,MYY,447,20,16,4,72
QS 6498 C,GUS,Hino WU640R-HKMLL3,Box Truck,2014,TRUE,A,MYY,447,20,16,4,72
QS 6499 C,GUS,Hino WU640R-HKMLL3,Box Truck,2014,TRUE,A,SBW,497,20,16,4,119
QSY 2437,GUS,Hino WU720R-HKMML3,Box Truck,2012,TRUE,A,SBW,497,21,16,4,93
QSY 3440,GUS,Hino WU640R-HKMLL3,Box Truck,2012,TRUE,A,MYY,447,20,16,4,72
QSY 3448,GUS,Hino WU640R-HKMLL3,Box Truck,2012,TRUE,A,BTU,321,20,16,4,19
QSY 4709,GUS,Hino WU640R-HKMLL3,Box Truck,2012,TRUE,A,KCH,364,20,16,4,48
SAB 1892 C,GUS,Toyota Hiace KDH200R-RBMDYE,Panel Van,2010,TRUE,A,TWU,549,15,16,4,115
SAB 2754 A,GUS,Toyota Hiace KDH200R-RBMDYE,Panel Van,2009,TRUE,A,LDU,418,15,16,4,62
SAB 3069 A,GUS,Toyota Hiace KDH200R-RBMDYE,Panel Van,2009,TRUE,A,TWU,549,15,16,4,115
SAB 4485 W,GUS,Hino WU640R-HKMLL3,Box Truck,2014,TRUE,A,TWU,549,20,16,4,115
SAB 4486 W,GUS,Hino WU640R-HKMLL3,Box Truck,2014,TRUE,A,LBU,417,20,16,4,61
SAB 6692 C,GUS,Hino WU410R-HKMMS3,Box Truck,2010,TRUE,A,SBH LINEHAUL,NULL,21,16,4,91
SAC 2949 B,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SDK,500,20,16,4,96
SAC 2950 B,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,LBU,417,20,16,4,61
SAC 2951 B,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,LDU,418,20,16,4,62
SAC 2952 B,GUS,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SDK,500,20,16,4,96
SAC 4121 A,GUS,Hino WU302R-HKMLHD3,Box Truck,2015,TRUE,A,TWU,549,20,16,4,115
SAC 4122 A,GUS,Hino WU640R-HKMLL3,Box Truck,2015,TRUE,A,BKI,305,20,16,4,11
SAC 4124 A,GUS,Hino WU302R-HKMLHD3,Box Truck,2015,TRUE,A,TWU,549,20,16,4,115
SS 8920 T,GUS,Hino WU302R-HKMLHD3,Box Truck,2013,TRUE,A,LBU,417,20,16,4,61
VAP 6976,GUS,Toyota Avanza 1.5E A/T,Admin Van,2017,TRUE,A,HQ ADMIN,NULL,18,15,5,31
VAP 6979,GUS,Toyota Avanza 1.5E A/T,Admin Van,2017,TRUE,A,HQ ADMIN,NULL,18,15,5,31
VC 7321,GUS,Toyota Avanza 1.5E A/T,Admin Van,2016,TRUE,A,HQ ADMIN,NULL,18,9,5,31
W 3467 N,GUS,Toyota Avanza 1.5E A/T,Admin Van,2013,TRUE,A,HQ ADMIN,NULL,18,15,5,31
WLG 3414,GUS,Hicom 2.8 MTB145,Box Truck,2003,TRUE,A,SHM,508,20,16,4,101
WLG 3443,GUS,Hicom 2.8 MTB145,Box Truck,2003,TRUE,A,HQ OPS,462,20,16,4,36
WLG 4270,GUS,Hicom 2.8 MTB145,Box Truck,2003,TRUE,A,HQ OPS,462,20,16,4,36
WLG 4271,GUS,Hicom 2.8 MTB145,Box Truck,2003,TRUE,A,KLG,378,20,16,4,53
WLG 4272,GUS,Hicom 2.8 MTB145,Box Truck,2003,TRUE,A,HQ OPS,462,20,16,4,36
WLG 4273,GUS,Hicom 2.8 MTB145,Box Truck,2003,TRUE,A,HQ OPS,462,20,16,4,36
WNH 4481,GUS,Toyota Hiace LH172,Panel Van,2005,TRUE,A,BGI,302,15,16,4,9
WNH 4482,GUS,Toyota Hiace LH172,Panel Van,2005,TRUE,A,HQ OPS,462,15,16,4,36
WNH 4483,GUS,Toyota Hiace LH172,Panel Van,2005,TRUE,A,KLG,378,15,16,4,53
WNT 8124,GUS,Hino XZU422R-HKMRS3,Box Truck,2005,TRUE,A,HQ OSU,NULL,22,16,5,37
WNV 4506,GUS,Hicom 2.8 MTB145 (UBS),Box Truck,2006,TRUE,A,HQ OPS,462,25,16,5,36
WNV 4513,GUS,Hicom 2.8 MTB145 (UBS),Box Truck,2006,TRUE,A,KPG,392,25,16,5,57
WNX 6430,GUS,Hino WU410R-HKMMS3,Box Truck,2006,TRUE,A,SKU,515,21,16,5,103
WNX 6438,GUS,Hino WU410R-HKMMS3,Box Truck,2006,TRUE,A,SDG,499,21,16,5,95
WNX 7952,GUS,Hino WU410R-HKMMS3,Box Truck,2006,TRUE,A,SGB,505,21,16,5,99
WNY 2972,GUS,Hino WU410R-HKMMS3,Box Truck,2006,TRUE,A,SDG,499,21,16,5,95
WNY 3819,GUS,Hino WU410R-HKMMS3,Box Truck,2006,TRUE,A,HQ OSU,NULL,21,16,5,37
WNY 4029,GUS,Hino WU410R-HKMMS3,Box Truck,2006,TRUE,A,AYK,290,21,16,5,6
WPD 4201,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,SGB,505,20,16,5,99
WPD 4261,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,BGI,302,20,16,5,9
WPD 4262,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,THO,539,20,16,5,111
WPF 5812,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,MWT,446,20,16,5,71
WPF 5825,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,AMP,284,20,16,5,4
WPF 5826,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,PUC,483,20,16,5,87
WPF 5839,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,SGB,505,20,16,5,99
WPF 5854,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,PKL,464,20,16,5,79
WPF 5904,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,GPVC,NULL,20,16,5,30
WPF 5908,GUS,Hicom 2.8 MTB145,Box Truck,2006,TRUE,A,HQ OPS,462,20,16,5,36
WPH 489,GUS,Toyota Dyna LY101 (RB),Box Truck,2006,TRUE,A,PKL,577,19,16,5,119
WPK 7907,GUS,Toyota Dyna LY101 (RB),Box Truck,2006,TRUE,A,SDG,499,19,16,5,95
WPN 9384,GUS,Toyota Dyna LY101 (RB),Box Truck,2006,TRUE,A,HQ OPS,462,19,16,5,36
WPQ 2596,GUS,Toyota Dyna LY101 (RB),Box Truck,2006,TRUE,A,HQ OPS,462,19,16,5,36
WPQ 7208,GUS,Hino WU410R-HKMMS3,Box Truck,2006,TRUE,A,HQ OSU,483,21,16,5,87
WPQ 7234,GUS,Hino XZU422R-HKMRS3,Box Truck,2006,TRUE,A,HQ OSU,NULL,22,16,5,37
WPR 5343,GUS,Hicom 2.8 MTB145 (UBS),Box Truck,2006,TRUE,A,HQ OPS,462,25,16,5,36
WPR 5348,GUS,Hicom 2.8 MTB145 (UBS),Box Truck,2006,TRUE,A,AMP,284,25,16,5,4
WPT 7263,GUS,Hicom 2.8 MTB145 (UBS),Box Truck,2006,TRUE,A,HQ OPS,462,25,16,5,36
WPT 7280,GUS,Hicom 2.8 MTB145 (UBS),Box Truck,2006,TRUE,A,AMP,284,25,16,5,4
WUE 6497,GUS,Hicom 2.8 MTB145,Box Truck,2010,TRUE,A,HQ OPS,462,20,16,5,36
WUE 6657,GUS,Hicom 2.8 MTB145,Box Truck,2010,TRUE,A,HQ OPS,462,20,16,5,36
WUF 425,GUS,Hicom 2.8 MTB145,Box Truck,2010,TRUE,A,SBY,498,20,16,5,94
WUG 4204,GUS,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,JJR,353,20,16,5,43
WUG 4243,GUS,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,THO,539,20,16,5,111
WUG 4248,GUS,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,SHM,508,20,16,5,101
WUG 4396,GUS,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,HQ OPS,462,20,16,5,36
WUK 2876,GUS,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,DSP,332,20,16,5,25
WUK 2959,GUS,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,SHM,508,20,16,5,101
WUK 7266,GUS,Hino WU300R-HBMLS3,Box Truck,2010,TRUE,A,BGI,302,20,16,5,9
WVB 3736,GUS,Toyota Avanza 1.5E A/T,Admin Van,2011,TRUE,A,HQ TRAINING,NULL,18,15,5,38
BJM 3942,i-TRACK,Hino WU300R-HBMLS3 (UBS),Box Truck,2007,TRUE,A,HQ OSU,NULL,25,16,5,37
BJR 8825,i-TRACK,Hino GD1JLPA,Box Truck,2007,TRUE,A,JHB,351,23,16,4,41
BJS 475,i-TRACK,Hino XZU423R-HKMRD3,Box Truck,2007,TRUE,A,HQ OSU,NULL,22,16,4,37
BJS 5587,i-TRACK,Hicom 2.8 MTB145 (UBS),Box Truck,2007,TRUE,A,NLI,449,25,16,4,73
BJS 5877,i-TRACK,Hicom 2.8 MTB145,Box Truck,2007,TRUE,A,WMJ,555,20,16,4,117
BJW 8692,i-TRACK,Hino XZU423R-HKMRD3,Box Truck,2007,TRUE,A,HQ OSU,NULL,22,16,4,37
BKA 8235,i-TRACK,Hino GH1JRPA,Box Truck,2008,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BKA 8249,i-TRACK,Hino GH1JRPA,Box Truck,2008,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BKB 5195,i-TRACK,Hino GD1JLPA,Box Truck,2008,TRUE,A,BWH,577,23,16,4,37
BKB 5203,i-TRACK,Hino GD1JLPA,Box Truck,2008,TRUE,A,HQ LINEHAUL,NULL,23,16,4,34
BKB 7140,i-TRACK,Hino GD1JLPA,Box Truck,2008,TRUE,A,HQ LINEHAUL,NULL,23,16,4,34
BKB 7242,i-TRACK,Hino GD1JLPA,Box Truck,2008,TRUE,A,JHB,577,23,16,4,37
BKC 1056,i-TRACK,Hicom 2.8 MTB145,Box Truck,2008,TRUE,A,RWG,493,20,16,4,90
BKF 1631,i-TRACK,Hino XZU423R-HKMRD3,Box Truck,2008,TRUE,A,HQ OSU,NULL,22,16,4,37
BKF 1678,i-TRACK,Hino XZU423R-HKMRD3,Box Truck,2008,TRUE,A,HQ OSU,NULL,22,16,4,37
BKH 1418,i-TRACK,Hino WU300R-HBMLS3 (UBS),Box Truck,2008,TRUE,A,BYN,323,25,16,4,21
BKH 2090,i-TRACK,Hino XZU423R-HKMRD3,Box Truck,2008,TRUE,A,HQ OSU,NULL,22,16,4,37
BKH 2096,i-TRACK,Hino XZU423R-HKMRD3,Box Truck,2008,TRUE,A,IPH,347,22,16,4,39
BKS 6141,i-TRACK,Hino WU300R-HBMLS3,Box Truck,2009,TRUE,A,SBY,498,20,16,5,94
BKT 5377,i-TRACK,Hino WU300R-HBMLS3 (UBS),Box Truck,2009,TRUE,A,HQ OSU,NULL,25,16,5,37
BKT 7697,i-TRACK,Hino GH1JRPA,Box Truck,2010,TRUE,A,JHB,351,24,16,5,41
BKV 4941,i-TRACK,Hino GH1JRPA,Box Truck,2010,TRUE,A,HQ LINEHAUL,NULL,24,16,5,37
BLD 2225,i-TRACK,Hino GH1JRPA,Box Truck,2010,TRUE,A,HQ OSU,NULL,24,16,4,37
BLL 1059,i-TRACK,Hino SG2PDPA,Trailer,2011,TRUE,A,HQ LINEHAUL,NULL,17,16,4,34
BLL 954,i-TRACK,Hino SG2PDPA,Trailer,2011,TRUE,A,HQ LINEHAUL,NULL,17,16,4,34
BLQ 4487,i-TRACK,Hino GH1JRPA,Box Truck,2012,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BLQ 8044,i-TRACK,Hino GH1JRPA,Box Truck,2012,TRUE,A,JHB,351,24,16,4,41
BLR 8652,i-TRACK,Hino GH1JRPA,Box Truck,2012,TRUE,A,HQ OSU,NULL,24,16,4,37
BLS 6285,i-TRACK,Hino GH1JRPA,Box Truck,2012,TRUE,A,BWH,577,24,16,4,34
BLS 6320,i-TRACK,Hino GH1JRPA,Box Truck,2012,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BMB 8571,i-TRACK,Isuzu FVR34SU-SD,Box Truck,2012,TRUE,A,HQ AIR LINEHAUL,NULL,24,16,4,32
BMB 8602,i-TRACK,Isuzu FVR34SU-SD,Box Truck,2012,TRUE,A,HQ AIR LINEHAUL,NULL,24,16,4,32
BMF 4365,i-TRACK,Hino GH1JRPA,Box Truck,2013,TRUE,A,BWH,322,24,16,4,20
BMG 317,i-TRACK,Hino GH1JRPA,Box Truck,2013,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BMH 762,i-TRACK,Isuzu FVR34SU-SD,Box Truck,2013,TRUE,A,HQ AIR LINEHAUL,NULL,24,16,4,32
BMK 3854,i-TRACK,Hino GD1JLPA,Box Truck,2013,TRUE,A,BWH,322,23,16,4,20
BMK 3856,i-TRACK,Hino GD1JLPA,Box Truck,2013,TRUE,A,HQ LINEHAUL,NULL,23,16,4,34
BML 5329,i-TRACK,Hino SG2PDPA,Trailer,2014,TRUE,A,HQ LINEHAUL,NULL,17,16,4,34
BML 5365,i-TRACK,Hino GD1JLPA,Box Truck,2013,TRUE,A,HQ LINEHAUL,577,23,16,4,32
BMS 6460,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BMS 6467,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,577,24,16,4,37
BMT 2570,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BMT 4198,i-TRACK,Hino GD1JLPA,Box Truck,2014,TRUE,A,FLT BUF 'B',NULL,23,16,4,28
BMT 4249,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2013,TRUE,A,HQ OSU,NULL,24,16,4,32
BMU 2584,i-TRACK,Hino XZU720R-HKFRL3,Box Truck,2014,TRUE,A,SBY,498,22,16,4,94
BMU 2589,i-TRACK,Hino XZU720R-HKFRL3,Box Truck,2014,TRUE,A,IPH,347,22,16,4,39
BNA 281,i-TRACK,Isuzu NKR 55UEEH,Box Truck,2014,TRUE,A,TIN,540,20,16,4,112
BNA 5040,i-TRACK,Hino GD1JLPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,23,16,4,34
BNA 5045,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BNB 1530,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BNB 1537,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BNB 502,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BNC 4727,i-TRACK,Hino GD1JLPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,23,16,4,34
BNC 6474,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BND 6482,i-TRACK,Hino GH1JRPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BNF 8541,i-TRACK,Hino SG2PDPA,Trailer,2014,TRUE,A,HQ LINEHAUL,NULL,17,16,4,34
BNF 8549,i-TRACK,Hino SG2PDPA,Trailer,2014,TRUE,A,HQ LINEHAUL,NULL,17,16,4,34
BNF 9210,i-TRACK,Isuzu GXR77VU,Trailer,2014,TRUE,A,HQ LINEHAUL,NULL,17,16,4,34
BNG 1150,i-TRACK,Isuzu GXR77VU,Trailer,2014,TRUE,A,HQ LINEHAUL,NULL,17,16,4,34
BNJ 6053,i-TRACK,Hino GD1JLPA,Box Truck,2014,TRUE,A,HQ LINEHAUL,NULL,23,16,5,34
BNQ 1456,i-TRACK,Hino GH1JRPA,Box Truck,2015,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNQ 4066,i-TRACK,Hino GH1JRPA,Box Truck,2015,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNQ 5527,i-TRACK,Hino GH1JRPA,Box Truck,2015,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNR 5495,i-TRACK,Hino GH1JRPA,Box Truck,2015,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BNS 7284,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,BWH,322,24,16,5,20
BNS 7285,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNS 7291,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNV 6498,i-TRACK,Hino SH1EERA,Trailer,2016,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BNW 1579,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,TPG,545,20,16,5,114
BNW 1581,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PTN,482,20,16,5,86
BNW 1583,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PSG,479,20,16,5,84
BNW 1585,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PSG,479,20,16,5,84
BNW 1587,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,MKZ,434,20,16,5,67
BNW 1588,i-TRACK,Hino SH1EERA,Trailer,2016,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BNX 3235,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNX 4115,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNX 9372,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNX 9380,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BNY 7446,i-TRACK,Toyota Hiace KDH200R-RBMDYEJC,Panel Van,2016,TRUE,A,PBR,455,15,16,5,76
BPA 2831,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPA 3017,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPA 3056,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPA 4796,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPA 5493,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPA 5642,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPA 5670,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPA 6204,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PBR,455,20,16,5,76
BPA 6983,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,KLM,379,15,16,5,54
BPA 6987,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,BAN,292,15,16,5,7
BPA 7019,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPA 7025,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,JIT,352,15,16,5,42
BPA 7032,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPB 1467,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPB 1474,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,BWH,322,20,16,5,20
BPB 1478,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,THO,539,20,16,5,111
BPB 3115,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPB 3117,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,HQ OPS,462,20,16,5,36
BPB 3125,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,HQ OPS,462,20,16,5,36
BPB 3127,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SDG,499,20,16,5,95
BPB 4382,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SBY,498,20,16,5,94
BPB 4383,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,MWT,446,20,16,5,71
BPB 4385,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,THO,539,20,16,5,111
BPB 4386,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,BMJ,310,20,16,5,12
BPB 4387,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,IPH,347,20,16,5,39
BPB 4388,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,MWT,446,20,16,5,71
BPB 4389,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SBY,498,20,16,5,94
